,t_sim,t_fwd,t_adj,np
Rahman_MBS2016,0.0002926666666666,0.0056356666666666,0.0098699999999999,9.0
Boehm_JProteomeRes2014,0.0004223333333333,0.0040713333333333,0.015222,9.0
Crauste_CellSystems2017,0.000643,0.014008,0.0090226666666666,12.0
Oliveira_NatCommun2021,0.0006383333333333,0.007821,0.0169576666666666,12.0
Bruno_JExpBot2016,0.0006943333333333,0.0068503333333333,0.0204076666666666,13.0
Sneyd_PNAS2002,0.0020786666666666,0.0483126666666666,0.1758323333333332,15.0
Okuonghae_ChaosSolitonsFractals2020,0.0003136666666666,0.0057636666666666,0.0121109999999999,16.0
Fujita_SciSignal2010,0.003273,0.1272353333333333,0.116554,19.0
Elowitz_Nature2000,0.0019366666666666,0.0400146666666666,0.0628623333333333,21.0
Fiedler_BMC2016,0.0007853333333333,0.0230636666666666,0.0302143333333333,22.0
Brannmark_JBC2010,0.003185,0.0824056666666666,0.1009946666666666,22.0
Borghans_BiophysChem1997,0.0022189999999999,0.0700203333333333,0.0574439999999999,23.0
Schwen_PONE2014,0.005485,0.143404,0.2610716666666666,30.0
Weber_BMC2015,0.0010983333333333,0.0616089999999999,0.033252,36.0
Isensee_JCB2018,0.0617129999999999,2.998131666666667,2.0836520000000003,46.0
Zheng_PNAS2012,0.0002769999999999,0.0147056666666666,0.0200966666666666,46.0
Giordano_Nature2020,0.000395,0.009473,0.0141869999999999,50.0
Beer_MolBioSystems2014,0.0216546666666665,0.1783159999999989,4.676190999999996,72.0
Lucarelli_CellSystems2018,0.0102263333333333,1.152811,0.3801223333333334,84.0
Bachmann_MSB2011,0.0179993333333333,1.069809,0.7193126666666668,113.0
